id,ime,drzava,tocke
7116,APRIYADI Iksan,INA,20
4173,LEE Robert,USA,20
14238,CHEN Ya lun,TPE,20
16583,GOMES Thelmo,BRA,20
20238,VALLEE Vincent,FRA,20
25761,TOSCANINI Franco,CHI,20
25892,AYABACA Erick,ECU,20
26011,JEONG Duyong,KOR,20
9373,PIRIYEV Ismayil,AZE,20
1976,KIM Joo-jin,KOR,19
378,FASIE Dan,ROU,19
4636,SEDMIDUBSKY Vaclav,CZE,19
7471,SEPPA Andre,EST,19
10516,SKOUROUMOUNIS Neoklis,CYP,18
1345,NISHIYAMA Yuki,JPN,18
17778,SONG Minki,KOR,18
24345,DOI Takeshi,JPN,18
5435,MUSIL Karel,CZE,18
18741,GARDASEVIC Nebojsa,MNE,18
17467,TOSOLINI Ermes,ITA,18
914,MADEIRA Edson,MOZ,17
10919,PEREIRA Igor,BRA,17
17074,GALSTIAN Tigran,LTU,17
15603,NANII Mikhail,RUS,17
2255,CHEUNG Chi yip,HKG,16
12144,TELLO Juan,COL,16
34372,LEE Junseong,KOR,16
8405,TAVERA David,MEX,15
9617,TORENOV Yertugan,KAZ,14
10367,MITITELU Denis,ROU,14
2278,KARCHOUD Ragheb,TUN,14
13016,HAJJAJ Noureddine,MAR,14
11836,LA ROCCA Julien,FRA,14
17073,RADCHENKO Dmytro,UKR,14
27817,SINGH Attar,IND,13
15221,LEE Dongsuk,KOR,13
2383,PLIYEV Sergiy,UKR,12
8252,BEKTAS Murat,TUR,12
2412,SCHNEIDER Rene,GER,12
2809,UNNARSSON Hermann,ISL,12
3311,MASSART Antoine,POR,12
4591,MANASBAYEV Bekzat,KAZ,12
10594,AKIYAMA James,USA,12
12346,KING Sam,AUS,12
13684,WAGNER Christopher,AUT,12
14509,KILJANDER Ville,FIN,12
18042,HAM Eric,GBR,12
18867,GARBACZ Mateusz,POL,12
19311,ALI Islam,TUR,12
20035,ISAEV Hamsat,GER,12
20145,AGHAYEV Samir,AZE,12
20307,MACKELDEY Philipp,GER,12
32154,GAUTHIER DRAPEAU Francois,CAN,12
9404,CLERGET Arthur,FRA,12
11532,SALEM Salama,USA,12
14001,JANIV Oren,AUS,11
14856,STEINBUKS Mihails,LAT,10
9689,STADLER Adam,HUN,10
10036,LEE Young Jun,KOR,10
9360,POTPARIC Igor,SLO,10
4506,ABDULNASSER Mohamed,LBA,9
13077,ANGELES SOTELO Luis,PER,8
7425,COOK Austin,USA,8
8008,MROWCZYNSKI Wiktor,POL,8
13069,ASTAFEV Aleksei,RUS,8
15870,KOUROS Anthony,AUS,8
17847,CAVALLERA Ludovic,FRA,8
19567,SPASOV Pavlin,BUL,8
29031,MARTIROSYAN Ashot kamoevich,BUL,8
6777,HERRERA Wlunkis,VEN,8
18692,LACKOVIC Karlo,CRO,7
6969,VIZCARRA Daniel,PER,7
14709,NICOLAESCU Eduard,ROU,7
26370,REBAHI Khalil,QAT,6
8092,GHAZARYAN Arsen,ARM,6
704,JURAKOBILOV Navruz,UZB,6
1892,AMOROS Jordan,FRA,6
3876,DAR Niv,ISR,6
8364,MUTOSHVILI Ramaz,UKR,6
9699,GRYN Dmytro,UKR,6
9936,LEUNG Chun Lok,HKG,6
10557,BASSOU Alaa,MAR,6
12914,CORTEZ OVIEDO Carlos,CRC,6
14045,THOMPSON Caoimhin,IRL,6
14729,MORO RUANO Sergio,ESP,6
15035,COLLET Robinson,MRI,6
15246,MURILLO Miguel,CRC,6
16660,IDRO Gonzalo,CHI,6
19693,SCHIRRA Tobias,GER,6
20388,SCHMIT Bob,LUX,6
20717,POLIAKOV Anton,RUS,6
21846,EL KARS Abderahim,MAR,6
24685,SADZHAIA Niko,UKR,6
26016,LEE Jungmin,KOR,6
12828,DEPREZ Josue,HAI,5
7204,NEFEDOV Aleksej,SRB,4
17674,CHANG Min chieh,TPE,4
18385,HVIDKAER Anders,DEN,4
28341,NAKANO Keisei,PHI,4
23955,KASEM Mohamad,SYR,4
220,SCHARINGER Peter,AUT,4
4675,BRYSZ Adam,POL,4
4759,SCOLLO Gesualdo,ITA,4
14870,HAASMANN Nick,AUT,4
18171,STEPIEN Damian,POL,4
7696,ABU RMILAH Wesam,PLE,3
14319,BECIC Denis,CRO,3
7909,SHOMURODOV Sarvar,UZB,3
13187,SEHEN Sajjad,IRQ,3
12605,MASHOBO James,KEN,3
16596,WATERHOUSE Benjamin,ASA,2
23580,ARYAN Mod reshad,AFG,2
3193,GAGNE Patrick,CAN,2
7965,RASULOV Saidmukhtor,TJK,2
8120,ROKO Stjepo,CRO,2
10227,MERHEB Mikeal,LIB,2
11384,RAKOTOARIVONY Royal,MAD,2
14573,BATERDENE Purevdavaa,MGL,2
15944,MIRZOEV Muhammad,TJK,2
16139,RECIO Cristian,CUB,2
17095,ALLANSSON Victor,SWE,2
17255,RAICU Alexandru,ROU,2
20115,ZHABBOROV Khaiyomiddin,TJK,2
20811,BOYCE Jelanie,TTO,2
23899,PETROVSKIS Aleksandrs,LAT,2
25218,JAHONGIR Shamoili,TJK,2
27366,PINTO PANZO Mulaza,ANG,2
28698,MENENDEZ RUBIERA Alberto,ESP,2
28739,YADAV Manoj,IND,2
28847,TAMURA Kazuya,JPN,2
32196,GANIEV Adilet,KGZ,2
34689,GASHI Kushtrim,KOS,2
35029,USUBOV Mushfig,AZE,2
7,ROTHBERG Kunter,EST,2
12749,RAMOSACAJ Igli,ALB,2
8101,CALKA Motiejus,LTU,2
10816,SANCHO Julian,CRC,2
27887,BELL NGINDJEL Franck parisi,CMR,2
30956,FAIZ ZADA Ajmal,AFG,2
31744,ANANGWE John,KEN,2
2578,CHUI Yiu leung,HKG,1
2794,DZHANYBEK UULU Ruslan,KGZ,1
3100,NURMUHAMMEDOV Arslan,TKM,1
3101,TEJENOV Dovletgeldi,TKM,1
3109,POPULOV Kasym,TKM,1
3720,MAKHAMBETOV Arman,KAZ,1
3778,ALLARDON Jonathan,FRA,1
4075,RYSMAMBETOV Bektur,KGZ,1
5876,ALDEREI Humaid,UAE,1
6815,ALALI Eisa,KUW,1
8293,SINANOVIC Balsa,MNE,1
8369,ILIADIS Mirman,GRE,1
9634,AGIBAYEV Kairat,KAZ,1
11825,MERETGELDIYEV Begli,TKM,1
12103,PETROVIC Nemanja,SRB,1
12326,JAKUBAVICIUS Mantas,LTU,1
13416,MKRTCHYAN Albert,ARM,1
14665,HUI Chong sum,HKG,1
14746,AYASH Ahmed,YEM,1
15985,TAZTAK Omid,IRI,1
16265,KISS Norbert,HUN,1
16301,ALHARTHI Jaber,KSA,1
17264,BURLAC Dan,MDA,1
17631,ALABDALSAYYID Hussein,IRQ,1
20798,MOLLOSMANI Armando,ALB,1
21138,BASHIMOV Parahat,TKM,1
1020,VERDUGO Israel,ECU,1
5232,MURILLO SEGURA Osman,CRC,1
6912,KINYANJUI Isaac,KEN,1
7786,NICOLAOS Keven,LIB,1
10170,BOURASSI Ayoub,MAR,1
11159,ESHNIBA Ahmed,LBA,1
11640,ALAJMI Mohammad,KUW,1
12457,SILVA Aquino da,MAC,1
13995,FLEMING Eoin,IRL,1
14957,ETIENNE Bryan,MRI,1
15958,WILLIE Tom,VAN,1
22362,NEDELEC Andy,NCL,1
22594,RUHIL Vishal,IND,1
23124,DIALLO Amadou oury,SEN,1
23134,NGOMBI ONIANGUE Miguel,CGO,1
23930,HAROUNA Amadou,NIG,1
9799,KHALMURZAEV Khasan,RUS,2302
11900,NAGASE Takanori,JPN,2151
1709,TCHRIKISHVILI Avtandili,GEO,2060
46,STEVENS Travis,USA,1999
9316,IVANOV Ivaylo,BUL,1858
12580,TOMA Sergiu,UAE,1500
2216,VALOIS-FORTIER Antoine,CAN,1484
2556,BOTTIEAU Joachim,BEL,1351
9996,NYAMSUREN Dagvasuren,MGL,1330
11113,KHUBETSOV Alan,RUS,1315
6998,ABDELAAL Mohamed,EGY,1194
13809,SILVA MORALES Ivan felipe,CUB,1080
3416,MOUSTOPOULOS Roman,GRE,1078
69,WANG Ki-chun,KOR,1058
3944,PENALBER Victor,BRA,1036
360,NIFONTOV Ivan,RUS,1006
2214,CSOKNYAI Laszlo,HUN,960
984,MARESCH Sven,GER,950
2146,OTGONBAATAR Uuganbaatar,MGL,930
12499,SABIROV Shakhzodbek,UZB,892
9490,COUGHLAN Eoin,AUS,750
4649,MARCONCINI Matteo,ITA,733
3807,LAPPINAGOV Aslan,RUS,732
2151,MAGOMEDOV Sirazhudin,RUS,692
11103,LEE Seungsu,KOR,678
13509,DE WIT Frank,NED,678
581,LUCENTI Emmanuel,ARG,674
3620,MARUYAMA Goki,JPN,664
11407,ELIAS Nacif,LIB,633
3345,MOLLAEI Saeid,IRI,632
343,UNGVARI Attila,HUN,622
1284,PACEK Robin,SWE,620
3522,WIECZERZAK Alexander,GER,600
17386,SATO Seidai,JPN,600
1673,PIETRI Loic,FRA,564
14672,RESSEL Dominic,GER,556
884,DUMINICA Valeriu,MDA,541
1115,LIVESEY Owen,GBR,536
849,MRVALJEVIC Srdjan,MNE,529
1882,MUSIL Jaromir,CZE,510
64,KIM Jae-Bum,KOR,502
15017,MARGIANI Ushangi,GEO,500
9635,KALKAMANULY Aziz,KAZ,466
6989,IMAMOV Yakhyo,UZB,462
7005,VOROBEV Ivan,RUS,456
12064,LUZ Carlos,POR,454
2127,NAULU Josateki,FIJ,440
660,CIANO Antonio,ITA,434
2502,BEN AMMAR Abdelaziz,TUN,434
1884,KRIZSAN Szabolcs,HUN,397
1973,BLACH Lukasz,POL,388
17825,NACIMIENTO LORENZO Adrian,ESP,380
2321,LIMA Diogo,POR,363
15607,HAZEM Ali,EGY,362
19013,ZOLOEV Vladimir,KGZ,354
2372,SCHMITT Alain,FRA,349
17740,RYABOV Sergey,RUS,348
3417,NTANATSIDIS Alexios,GRE,347
13129,ERIHEMUBATU ,CHN,345
14394,KUBIENIEC Jakub,POL,335
7588,TURCIOS Juan diego,ESA,335
12584,RASULLU Abdulhagg,AZE,331
28299,YUCEL Emirhan,TUR,322
4623,OTT Marcel,AUT,309
3875,CHEN Asaf,ISR,306
564,OVCHINNIKOVS Konstantins,LAT,303
2163,STSIASHENKA Aliaksandr,BLR,302
25415,BOBONOV Davlat,UZB,300
18009,PAPUNASHVILI Giorgi,GEO,270
1928,PAVLINIC Ivica,NZL,256
10296,KERMARREC Julian,FRA,255
9160,NAGASHIMA Keita,JPN,244
431,GUILHEIRO Leandro,BRA,232
7079,KIBIKAI Paul,GAB,222
8107,GUGAVA Levan,GEO,218
4740,GOMES TAVARES Dimitri,FRA,209
10419,MUENNICH Benjamin,GER,182
17728,WATANABE Hayato,JPN,180
5399,EBI Yasuhiro,JPN,180
17101,MACEDO Rafael,BRA,178
16206,MAJDOV Nemanja,SRB,175
7395,BODIRLAU Cristian,ROU,168
9257,SEMENOV Stanislav,RUS,168
1915,REED Tom,GBR,168
15969,ACACIO Marlon,MOZ,164
9581,SZWARNOWIECKI Damian,POL,160
9466,GOURIOU Teva,NCL,160
27752,DRID Hamza,ALG,160
11426,SAFARLI Afig,AZE,152
9641,ZHAKYPOV Dauletkhan,KAZ,152
2661,CASTRO Pedro,COL,146
1133,LEE Hui-jung,KOR,145
6948,MIRANDA Gadiel,PUR,136
13098,MISSIN Adlet,KAZ,132
14395,DOSEN Bojan,SRB,132
4522,RAHIMOV Farhod,TJK,130
13924,EGUTIDZE Anri,POR,126
3076,MUNYONGA Boas,ZAM,123
3778,ALLARDON Jonathan,FRA,122
10037,JUNG Won Jun,KOR,121
13190,ISMAYILOV Rufat,AZE,120
16482,LEE Sungho,KOR,120
3731,REKHVIASHVILI Zebeda,GEO,120
2090,VAN DE KAMER Neal,NED,119
5656,AL-AAMERI Hussein,IRQ,117
1902,IURA Sveinbjorn,ISL,113
2671,VEGA Luis,ARG,106
10959,APRAHAMIAN Alain,URU,104
16075,NAMAZOV Ziya,AZE,104
8015,TEJENOV Tejen,TKM,103
8046,HATTON Jack,USA,100
17020,KALABEGASHVILI Shalva,ESP,98
4837,ALIMLI Rustam,AZE,94
4844,CHAPARYAN Andranik,ARM,92
7882,GOTONOAGA Dorin,MDA,92
2771,DUDCHYK Vitalii,UKR,86
2450,AVALIANI Ambako,GEO,85
9571,KOUAMBA Terence,GAB,85
17196,ALIMARDONOV Saidchamol,TJK,84
3720,MAKHAMBETOV Arman,KAZ,83
9414,WHITTAKER Dale,RSA,81
762,GRINI Larbi,ALG,80
11852,MARTINEZ Jorge,CUB,80
13011,MOUTII Achraf,MAR,80
17102,SANTOS Eduardo yudi,BRA,80
22193,COLLIN Benoit,FRA,80
2553,MILICHOVSKY Matus,SVK,78
17434,NDIAYE Pape doudou,FRA,78
26374,HADJAM Oussama,QAT,76
9821,DUARTE Ivan,ARG,76
22706,ZABOROSCIUC Nicon,MDA,73
8443,MCHEDLISHVILI Koba,GEO,72
6969,VIZCARRA Daniel,PER,72
12679,BURT Zachary,CAN,67
6860,MAIGA Mohamed Al Bachir,CIV,65
11509,NAKANO Kodo,PHI,63
33544,BATMUNKH Altansukh,MGL,60
1998,HARUYAMA Yuki,JPN,60
19675,CASSE Matthias,BEL,60
4741,JOUBERT Quentin,FRA,60
7472,SALEJEV Jevgeni,EST,54
1440,CAROLLO Massimiliano,ITA,53
17257,SZOCS Elemer,ROU,50
12530,KWITONDA Samuel,BDI,50
734,JEANNIN Antoine,FRA,50
7204,NEFEDOV Aleksej,SRB,49
2284,PSHMAKHOV Arsen,RUS,48
14818,KOHARA Kenya,JPN,48
30957,SARWAI Muhammad zaher,AFG,48
4363,MONNE Hermann,BUR,46
15457,MATTSSON Olle,SWE,46
264,SEDEJ Aljaz,SLO,45
9622,CHARLOT Jonathan,MRI,45
6438,STADLER Andras,HUN,44
10401,PETR Ivan,CZE,44
3558,RATSIMIZIVA Fetra,MAD,42
25856,BORJA Alexander,COL,42
935,ATTAF Safouane,MAR,41
14531,ZILKA Peter,SVK,40
2085,DELPOPOLO Nicholas,USA,40
4038,KIM Yong jeong,KOR,40
6802,BREWER Mark,NZL,40
7691,GUTIERREZ Carlos,ECU,40
17778,SONG Minki,KOR,40
30550,SILVA Alan,CHI,40
30789,RUIZ Gerardo,CHI,40
3407,VISAN Vlad,ROU,39
7632,MURODOV Safarbek,TJK,38
17094,BUSCH Victor,SWE,38
452,IBRAGIMOV Rinat,KAZ,37
8172,KIRAKOZASHVILI Tamazi,GEO,36
13540,DRUZETA Dominik,CRO,36
16115,MAREN Raydel,CUB,36
19133,MILETIC Toni,BIH,36
14441,KURZEJ Karol,POL,36
10301,ULIAKHOV Aleksandr,RUS,34
10679,BRIAND Etienne,CAN,34
11915,DIATTA Abo landing,SEN,34
15045,BIJOU Jason,MRI,32
16222,MESSI Louis francois,CMR,32
17144,YASUDA Tomofumi,JPN,30
19735,ZAKARIYAYEV Sunggat,KAZ,30
26017,LEE Yongman,KOR,28
24895,DEL ORBE CORTORREAL Medickson,DOM,26
1257,JERMAN Gasper,SLO,26
7625,RAHIMLI Huseyn,AZE,24
3237,HERRERO Igor,ESP,24
8366,ZUSKO Bohdan,UKR,24
7057,KONETIO Mamadou,MLI,24
22657,PARVEEN Parveen,IND,24
23161,JORGE Fidel,ANG,24
4838,AHMADLI Elvin,AZE,24
18576,FRUSTACI Diego,ITA,24
7736,KRIEBER GAGNON Louis,CAN,22
18171,STEPIEN Damian,POL,22
656,VASYLENKO Artem,UKR,21
26335,PAK Hong wi,PRK,20
3460,GAO Haiyuan,CHN,20
29052,MORALES MARTINATTO Tomas,ARG,20
6996,LADOGIN Georgi,EST,20
9152,HONG Suk woong,KOR,20
14438,SOTO Jose,CHI,20
21590,MCWATT Stuart,GBR,20
30664,BOTTO Sandro,CHI,20
17361,SULEYMANOV Umar-khazha,RUS,20
9562,STEWART Max,GBR,20
14612,MAJDOV Stefan,SRB,19
9617,TORENOV Yertugan,KAZ,18
11363,TURAEV Temurhon,UZB,18
17093,BJORKTORP Jonas,SWE,18
29075,DIBURYS Ramunas,LTU,18
12156,CHANG Wei chen,TPE,18
20180,BINOTO FILHO Rogerio,BRA,18
3653,CONRAD Hannes,GER,17
2082,HIGASHI Shintaro,USA,16
10383,YEMELYANAU Tsimafei,BLR,16
12103,PETROVIC Nemanja,SRB,16
15767,SPIKERMANN Tomas,ARG,16
15870,KOUROS Anthony,AUS,16
17172,MARTINHO Joao,POR,16
17462,AKHMETZHANOV Asset,KAZ,16
2211,VIRTA Antti,FIN,15
14506,TONISTE Kristjan,EST,14
1147,KHARCHENKO Artem,UKR,14
8363,MAKUKHA Viktor,UKR,14
18104,MIKUCKIS Filip,LAT,14
10135,RIOU Guillaume,FRA,14
19331,OSLOBANU Sergiu,MDA,13
9206,DESILETS Everet,USA,12
17344,SULANDER Petteri,FIN,12
19419,DUDA Davis,LAT,12
34456,GRAVES Alexander,USA,12
17826,BOTTIEAU Jeremie,BEL,12
21852,ALBISHI Abdalkarim,KSA,10
15397,ADINGRA Jean pierre,CIV,10
9305,DZHUMABEKOV Nursultan,KGZ,10
3571,SMITH Jordan,AUS,10
10608,AYALA German,MEX,10
15053,ALBERT Jeff,MRI,10
17530,NAM Gihyeok,KOR,10
17571,RIVIERE Guillaume,FRA,10
20503,BENJAMIN Yoann,FRA,10
2243,POETA Luca,ITA,10
10357,TOBROUKI Mehdi,FRA,10
13686,SCHNEIDER Maximilian,AUT,10
4655,CETIC Jesenko,SLO,9
7291,COSTA Felipe,BRA,9
12320,DAVTYAN Rafael,ARM,8
829,AL-JARRAH Hussein,YEM,8
13091,VARAPAYEU Yahor,BLR,8
14449,PETR Jiri,CZE,8
15891,STEYN Ockert,NZL,8
22144,NISKANOVIC Jovan,SRB,8
29681,KARKATEROV Tokhtar,KAZ,8
29689,HOELLWART Hermann,AUT,8
16180,PENA Noel,VEN,8
10367,MITITELU Denis,ROU,7
6972,FIGUEREO Marcos,DOM,7
7637,IDRO Rodrigo,CHI,7
19732,KHAMZIN Yernazar,KAZ,6
28247,MAAN Karanjit singh,IND,6
28894,BUBANJA Marko,MNE,6
3340,BERGAGLIO Javier,ARG,6
4336,SALAZAR Fernando,CHI,6
6386,SVIRYD Aliaksei,BLR,6
6861,BAZIE Jean-stephane,CIV,6
7388,RUZUKULOV Farkhad,KAZ,6
8133,KALJULAID Klen Kristofer,EST,6
9708,GONCHUK Serhiy,UKR,6
10708,ARSLANOV Shukhratjon,UZB,6
11838,LEROY Aurelien,FRA,6
15131,KOKOVICH Ilya,RUS,6
19320,KNYSH Ihor,UKR,6
20178,ROCHA Iuri,BRA,6
22652,HUNG Shao ting,TPE,5
4939,CAMOES Mario,CPV,5
7771,IVEZIC Miroljub,SRB,5
9049,HOJAGULYYEV Durdymyrat,TKM,4
14453,BAYANAA Bilgee,LUX,4
16857,HUANG Kai lun,TPE,4
9325,GONZALEZ Daniel,ESP,4
28340,KOHAGURA Kohei,PHI,4
16000,NAI Rigaqi,CHN,4
1150,POPOVYCH Vitalii,UKR,4
15125,TWORZYDLO Maciej,POL,4
17520,ZHAMBEKOV Said emi,RUS,4
1708,ZURABIANI Lasha,GEO,3
15298,GULDUREN Ilker,TUR,3
17182,ALAMRO Mohamed adel mabrouk,UAE,3
16491,OMONDI Joshua,KEN,3
16086,THWAIB Oday,PLE,2
7786,NICOLAOS Keven,LIB,2
7893,SHAKIROV Azat,KGZ,2
8291,MILIC Arso,MNE,2
12322,KOSZCZYNSKI Radoslaw,POL,2
14425,KATAIEV Ievgen,UKR,2
15783,VITALIE Ursu,MDA,2
15869,KOUROS Jordan,AUS,2
17540,KARLIKOV Komron,TJK,2
27993,CALETA Ivan,CRO,2
28199,LAURSEN Sebastian,DEN,2
28250,ERDENEKHUU Munkhjargal,MGL,2
32689,BABAKISHIYEV Jeyhun,AZE,2
33426,ZHA Lasai,CHN,2
6660,ALKABZARI Waleed,YEM,2
9540,WU Wen Shun,TPE,2
14845,HEBO Pedro,ANG,2
4079,ALZIDANEEN Baker,JOR,2
13077,ANGELES SOTELO Luis,PER,2
15662,DABONNE Cheick abrahams faouzi,CIV,2
16077,AVALOS VILLAFUERTE Lester,GUA,2
22344,NERIS Vincent,NCL,2
25682,OCHOA Victor,MEX,2
30499,KHAN Qaisar,PAK,2
30768,RAMADAN Sameh,SYR,2
2418,BARHOUMI Hamza,TUN,1
2587,KHABACHIROV Murat,RUS,1
4240,ZARIPKANOV Eldar,KAZ,1
6111,VELIKORODNY Ylia,KGZ,1
7480,MAIBORODA Arturas,LTU,1
12085,FARKAS Zoltan,ROU,1
13075,ARROYO OSORNO Jose luis,PER,1
13695,LO Yu hsuan,TPE,1
13929,HARRISON Michael,USA,1
14317,BELJIC Denis,CRO,1
15374,GALARRETA VILLAR Yuta,PER,1
16416,LI Xiangquan,CHN,1
16740,FADLALLA Ali,EGY,1
17064,LJUBENKOV Mislav,CRO,1
17198,NOVA ALCANTARA Jose,DOM,1
17596,HADI Hadi,IRQ,1
18332,SILJEGOVIC Stefan,BIH,1
19486,EL CHAER Elie,LIB,1
20841,UJKA Ylli,ALB,1
21010,SARGSYAN Davit,ARM,1
21800,CECENOGLU Magomad,TUR,1
22272,AGAEV Shamil,UZB,1
569,MARIJANOVIC Tomislav,CRO,1
6792,BERGER Jonathan,NCL,1
6824,SHEAIBI Meshal,KUW,1
7111,BUTT Karamat,PAK,1
10472,PHILOE Leslie,SEY,1
10478,MALOT Hardi,CAF,1
10891,BRINGAS Tomas,CHI,1
12495,KOCHARAT Nopachai,THA,1
12715,AMOS Aori,KEN,1
14036,HOLO Eliseu,ANG,1
20613,FARAH Yusef,MEX,1
21808,ETAMBA Saturnin,CGO,1
24378,GUNADASA Prabath,SRI,1
15143,BAKER Mashu,JPN,3030
10038,GWAK Donghan,KOR,2290
801,LIPARTELIANI Varlam,GEO,2282
1285,NYMAN Marcus,SWE,2125
3364,TOTH Krisztian,HUN,1810
9649,LKHAGVASUREN Otgonbaatar,MGL,1660
9301,VAN T END Noel,NED,1554
7755,GONZALEZ Asley,CUB,1334
3283,IDDIR Alexandre,FRA,1237
9800,KHALMURZAEV Khusen,RUS,1171
1347,NISHIYAMA Daiki,JPN,1170
362,DENISOV Kirill,RUS,1160
3940,CHENG Xunzhao,CHN,1129
1220,KUKOLJ Aleksandar,SRB,1116
379,CLERGET Axel,FRA,1054
9361,ZGANK Mihael,SLO,996
761,BENAMADI Abderrahmane,ALG,992
10855,USTOPIRIYON Komronshokh,TJK,960
433,CAMILO Tiago,BRA,938
10699,MEHDIYEV Mammadali,AZE,868
3354,GROSSKLAUS Ciril,SUI,782
1518,BROWN Colton,USA,754
1327,PIONTEK Zack,RSA,742
10687,MAGOMEDOV Magomed,RUS,735
9394,DIAS Celio,POR,733
8167,GVINIASHVILI Beka,GEO,720
836,ILIADIS Ilias,GRE,718
7356,JURAEV Sherali,UZB,608
3525,ODENTHAL Marc,GER,594
11536,TEMESI Sebastian,AUS,593
7232,DVARBY Joakim,SWE,575
8388,KOCHMAN Li,ISR,528
17727,NAGASAWA Kenta,JPN,518
10231,BRICENO Thomas,CHI,462
538,BAUZA Karolis,LTU,462
2756,VOPROSOV Kirill,RUS,455
16577,SHERAZADISHVILI Nikoloz,ESP,448
7910,GERASIMENKO Dmitri,SRB,424
14431,KUCZERA Piotr,POL,424
11537,BARRETO Diego de souza,AUS,418
21,GURBANOV Ramin,AZE,414
1151,NHABALI Quedjau,UKR,402
733,RANDL Milan,SVK,397
15491,CHAMBERLAIN Frazer,GBR,397
14430,CIECHOMSKI Patryk,POL,384
10252,ABDALLAOUI Imad,MAR,381
1205,HILDEBRAND Aaron,GER,378
5499,RUIZ ZAJAC David,ESP,374
8396,GANTULGA Altanbagana,MGL,368
2545,GOBERT Ludovic,FRA,367
2347,GRIGOREV Alexander,RUS,354
7530,BETTONI Eduardo,BRA,352
6989,IMAMOV Yakhyo,UZB,336
14950,KIM Jae yun,KOR,326
2615,FACENTE Walter,ITA,318
1125,MILENBERGS Aigars,LAT,310
2010,SYNYAVSKY Vadym,UKR,303
9562,STEWART Max,GBR,300
2717,BURNS Andrew,GBR,294
1092,VER Gabor,HUN,293
279,ELMONT Guillaume,NED,282
25987,UERA Ovini,NRU,282
14414,KHALAF Ibrahim,JOR,278
11139,SNOUSSI Oussama mahmoud,TUN,277
890,ABD EL AKHER Hatem,EGY,253
4032,CARDENAS Isao,MEX,252
9,MARMELJUK Aleksandr,EST,246
7627,DADASHOV Firudin,AZE,245
9640,YESSEN Samat,KAZ,245
4333,ROMO Rafael,CHI,244
1116,HALL Gary,GBR,244
14816,KOBAYASHI Yusuke,JPN,240
708,CHORIEV Dilshod,UZB,231
11101,YOSHIDA Yuya,JPN,228
586,SCHMIDT Cristian,ARG,225
8973,SINGH Avtar,IND,217
9466,GOURIOU Teva,NCL,200
3900,SATTOROV Davronbek,UZB,195
3491,SAFGULIYEV Tural,AZE,190
13598,FLORENTINO Robert,DOM,187
2539,BOZBAYEV Islam,KAZ,178
10123,SASSON Alon,ISR,178
1898,BUFFET Romain,FRA,178
14641,ASSIS Gustavo,BRA,178
28426,BREW Tim,NZL,172
4294,DOLASSEM Dieudonne,CMR,154
15517,VIITANEN Samuli,FIN,152
2948,LARSEN Jacob,USA,148
16736,CAPRA Thomas,USA,144
11496,ZHUKAU Ihar,BLR,124
22303,DOSSOU YOVO Celtus williams abiola,BEN,123
7500,MARTINEZ Nelson,VEN,122
381,BRISSON Nicolas,FRA,122
13129,ERIHEMUBATU ,CHN,120
10527,MISENGA Popole,ROT,120
26009,KIM Kyungmo,KOR,120
2386,BEREZHNYI Dmytro,UKR,114
3599,KOCH Matthew,USA,112
1873,DARWISH Mohamed,EGY,110
16441,BU Rigede,CHN,109
8036,TEKIC David,GER,104
7651,HOJAMUHAMMEDOV Batyr,TKM,101
20237,KURBJEWEIT GARCIA Dario,GER,100
9248,ZANKISHIEV Kazbek,RUS,98
1322,JURECKA Alexandr,CZE,97
12581,MARCHITAN Mihail,UAE,84
15794,ZHANGABAY Meirambek,KAZ,84
17520,ZHAMBEKOV Said emi,RUS,84
29015,JUGELI Tornike,GEO,80
11595,GAUDEMER Cyril,PYF,80
3546,LAIGNES Anthony,FRA,80
7395,BODIRLAU Cristian,ROU,72
2727,EFEMGIL Batuhan,TUR,72
3547,GAHRAMANOV Shahin,AZE,72
2251,WENZINGER Domenic,SUI,69
67,LEE Kyu-won,KOR,68
11407,ELIAS Nacif,LIB,68
316,AHIAVOR Victor,GHA,68
3500,GOGOTCHURI Zviad,GEO,67
12476,MORADI Saeed,IRI,66
23932,DOUBOU Bachirou,NIG,65
12679,BURT Zachary,CAN,64
17596,HADI Hadi,IRQ,64
24444,CUNNINGHAM Jahi,GUA,62
20504,LAMOUR Antoine,FRA,62
9641,ZHAKYPOV Dauletkhan,KAZ,60
11412,DONIYOROV Erkin,UZB,60
1732,LAMBERT Christophe,GER,60
17362,SHARBATLI Vasif,AZE,60
7736,KRIEBER GAGNON Louis,CAN,60
19242,FEKIR Mewen,ALG,58
14448,KLAMMERT David,CZE,56
1381,DOVGAN Dmitry,RUS,51
16075,NAMAZOV Ziya,AZE,48
34152,IVANOV Evgenii,RUS,48
16556,PICUS Danchelo,CUW,46
17183,SMITH George,GBR,46
15269,LAHMADI Ahmed,TUN,44
4104,RODRIGUES Tiago,POR,44
4757,CAROLLO Giovanni,ITA,44
3927,DIAWARA Baye,SEN,40
14531,ZILKA Peter,SVK,40
1942,GASIEV Murat,RUS,40
10073,JIA Jingyang,CHN,40
4655,CETIC Jesenko,SLO,40
21584,IMRIE Del,GBR,40
34373,SONG Jeehoon,KOR,40
14583,KHOLMAMATOV Kamoliddin,UZB,38
9583,SZCZEPANIAK Tomasz,POL,38
7771,IVEZIC Miroljub,SRB,36
20477,SANEBLIDZE Onise,GEO,36
12680,BURT Jonah,CAN,36
