id,ime,drzava,tocke
21688,SAHOUL Mounir,MAR,8
1500,LEARNED Corwin,USA,7
3719,GIUNASHVILI Lasha,GEO,7
14745,CULLHAJ Indrit,ALB,6
27304,YANG Yung wei,TPE,6
7849,HALL Samuel,GBR,6
10417,GARBACIK Bartlomiej,POL,6
11210,CHIOUKH Salah,ALG,6
12173,BUSTAMANTE Martin,ARG,6
14865,KUDERA Stefan,AUT,6
16078,BARBOSA Rafael,BRA,6
17954,DIAZ LOPEZ Raul,ESP,6
18502,YASUKOCHI Brent,USA,6
19355,KARPUZCU Dogan,TUR,6
19998,MAGAUINOV Yerzhan,KAZ,6
20398,CARCAMO Emilio,CHI,6
21687,KOUROU Ayoub,MAR,6
9552,HARUTYUNYAN Garik,ARM,5
10806,BATIS Omar,HON,5
5114,BALABYEKYAN Ashot,UKR,5
11761,PAPACHRISTIDIS Ioannis,GRE,4
3143,MOKTAR Houmed,DJI,4
16349,ANDRIANJAKAVELO Sandaniaina,MAD,4
17192,CROES Isaac,ARU,4
19523,LUNCAN Vlad,ROU,4
24765,BORCHASHVILI Kimran,AUT,4
12528,KWIZERA Fabrice,BDI,4
1706,MEREBASHVILI Paata,GEO,4
14626,KATCHIKAEV Adlan,BEL,3
15576,CARLOS JUNIOR Artur,MOZ,3
22699,FOCA Nicolae,MDA,3
15275,ABUGIRI Razak,GHA,3
2657,FUTTINICO John,COL,3
9784,SAMIULLAH Syed,PAK,3
23958,AL REFAYI Suleiman,SYR,3
12751,KELPIS Irodotos,CYP,2
12979,MWABI Michael,ZAM,2
13928,SIHLONGONYANE Nkululeko,SWZ,2
16514,NDAWU Emmanuel,MAW,2
16580,MUGABO Ayubu,RWA,2
562,MAGERS Andrejs,LAT,2
12033,BURNASHEV Maksim,RUS,2
12448,SITHISANE Soukphaxay,LAO,2
20167,HEYDRLI Murad,AZE,2
22685,MIHAILOV Ion,MDA,2
25490,SULTANBAEV Doniyor,UZB,2
25573,GERONIMO Jose,DOM,2
27244,MAK Hong nin,HKG,2
27940,ALAMERI Muhanad,UAE,2
28947,TURCAS RODRIGUEZ Jorge,CUB,2
33422,SU Rigele,CHN,2
33423,BA Yinmenghe,CHN,2
15560,ERGESHOV Arslan,TKM,2
16299,ALBASHI Abdulaziz,KSA,2
20115,ZHABBOROV Khaiyomiddin,TJK,2
20393,SAHDIDI Hasanain,IRQ,2
11094,DALA Dario francisco,ANG,2
12706,VIDOT Jean michel,SEY,2
14471,NAVARRO Franklin,VEN,2
16594,IBRAHIM Boura malloum,CHA,2
25988,ALLAMI Ahmed,IRQ,2
27896,TRAORE Birama,MLI,2
30955,POPALZAI Ali,AFG,2
31674,DIATTA Ismaila,SEN,2
999,ANTAR Abdulrahman,YEM,1
2334,KOSSAYEV Yerkebulan,KAZ,1
13694,YANG Chun ting,TPE,1
16216,TSIRKIN Mark,EST,1
17630,ALSARRAY Husam,IRQ,1
17787,AMANOV Tazemyrat,TKM,1
18251,DECHASSA Yared negusse,ETH,1
21012,ALEKSANYAN Hovhannes,ARM,1
21294,ALLANUROV Kerim,TKM,1
22030,KOSSEKOV Muhammet,TKM,1
25305,KIM Chung hyok,PRK,1
4334,PEREZ Juan,CHI,1
6870,MAHOUNDI Idriss,GAB,1
12119,VIVIESCAS Jairo,COL,1
13412,OLOO Collins,KEN,1
13805,TORRES LOYOLA John harol,CUB,1
15664,KOUAKOU Yao toussain,CIV,1
21803,DAO Hamidou,BUR,1
22369,IDMONT Pierrick,NCL,1
22584,ALI Mohsin gulab,IND,1
23138,NGAMAU Geofrey,KEN,1
23267,BAGAYOGO Mohamed,CIV,1
23582,ZELGAI Alikozay,AFG,1
9713,AN Baul,KOR,3180
1530,DAVAADORJ Tumurkhuleg,MGL,2470
3470,BASILE Fabio,ITA,1658
5830,DOVDON Altansukh,MGL,1590
2345,PULIAEV Mikhail,RUS,1540
560,ZANTARAIA Georgii,UKR,1324
6978,SHIKHALIZADA Nijat,AZE,1298
6624,TAKAJO Tomofumi,JPN,1282
1787,EBINUMA Masashi,JPN,1254
689,SOBIROV Rishod,UZB,1220
1433,POLLACK Golan,ISR,1147
13208,ABE Hifumi,JPN,1008
7805,GOMBOC Adrian,SLO,951
3426,JEREB Andraz,SLO,907
100,OATES Colin,GBR,890
9173,BOUCHARD Antoine,CAN,880
15216,TAKAICHI Kengo,JPN,872
2701,OLEINIC Sergiu,POR,866
4223,SHERSHAN Dzmitry,BLR,860
9546,MARGVELASHVILI Vazha,GEO,822
1940,KHAN-MAGOMEDOV Kamal,RUS,814
1245,SEIDL Sebastian,GER,804
4739,LE BLOUCH Kilian,FRA,800
7602,KATZ Nathan,AUS,776
470,URIARTE Sugoi,ESP,770
12564,ZOURDANI Houd,ALG,747
3754,BASSOU Imad,MAR,743
15186,SMAGULOV Zhansay,KAZ,689
2341,MUKANOV Azamat,KAZ,686
353,GALSTYAN Arsen,RUS,685
11665,ZHUMAKANOV Yeldos,KAZ,682
3803,SHAMILOV Yakub,RUS,682
2096,MA Duanbin,CHN,664
654,VERDE Elio,ITA,642
3806,ARDANOV Anzaur,RUS,634
15981,KIM Limhwan,KOR,612
1760,KARIMOV Tarlan,AZE,575
17286,SHMAILOV Baruch,ISR,564
4072,CHIBANA Charles,BRA,554
2371,KORVAL Loic,FRA,524
3872,FLICKER Tal,ISR,506
1266,VAN GANSBEKE Kenneth,BEL,489
1891,LAROSE David,FRA,459
2630,MATEO Wander,DOM,419
9786,ABDELMAWGOUD Mohamed,EGY,388
2722,BURNS Nathon,GBR,364
3709,LEFEVERE Jasper,BEL,361
27022,KARAPETIAN Ferdinand,ARM,360
18097,MARIAC Alexandre,FRA,360
11931,SANDAL Sinan,TUR,359
12200,ARAUJO Eduardo,MEX,358
9336,TATEYAMA Sho,JPN,350
1146,KHACHATRIAN Gevorg,UKR,316
2497,KHALFAOUI Houssem,TUN,302
15144,MARUYAMA Joshiro,JPN,300
28721,FUJISAKA Taroh,JPN,300
9460,DELANNE Cedric,PYF,280
1377,ABDULZHALILOV Abdula,RUS,278
5962,ZAMBORI Bence,HUN,275
8316,MINKOU Dzmitry,BLR,270
21011,HERNANDEZ Angel,MEX,262
3193,GAGNE Patrick,CAN,254
3890,BETA Aleksander,POL,248
13533,KHOJASTEH Alireza,IRI,244
15336,YESSIMBETOV Gabit,KAZ,241
22366,MAI David,NCL,240
1217,CIGANOVIC Ilija,SRB,229
3070,PUNZA Mathews,ZAM,205
2814,MABULU Siyabulela,RSA,204
4048,ADIYA Batsuuri,MGL,195
2320,CESAR Diogo,POR,189
14625,LISSENS Thomas,BEL,184
28256,ASARI Masaya,JPN,180
11835,BOUCHER Mathias,FRA,172
4076,CHIEN Chia hung,TPE,167
5821,RAMIREZ RAMOS David,ESP,161
11152,MTIRI Bassem,TUN,160
22341,APAVOU Jason,NCL,160
16235,VIERU Denis,MDA,158
17594,ALSAEDI Mohammed,IRQ,157
9627,HAMAD Sulaiman,KSA,155
7281,GONZALEZ Fernando,ARG,155
4504,ELKAWISAH Ahmed yousef,LBA,154
15375,GAVIDIA MENDOZA Jesus,PER,152
4334,PEREZ Juan,CHI,152
13028,HEYDAROV Hidayat,AZE,146
16112,THONDIQUE Carlos,CUB,142
940,MATA Jayme,ARU,140
2457,REVITE Luiz,BRA,134
15189,HOLIKULOV Dostonjon,UZB,132
9833,URIARTE Gar,ESP,130
14427,BARTUSIK Michal,POL,129
14629,VUKICEVIC Marko,SRB,125
4733,TELMANOV Askhat,KAZ,120
8092,GHAZARYAN Arsen,ARM,116
17835,CARGNIN Daniel,BRA,116
14868,TIEFGRABER Andreas,AUT,115
7826,GJAKOVA Akil,KOS,114
3308,SOARES Andre,POR,114
1726,DELGADO Javier,ESP,114
11898,TATARASHVILI Tornike,GEO,112
15182,SHAVDATUASHVILI Beka,GEO,111
3376,KEEBLE Lewis,GBR,110
16891,SAINI Jasleen singh,IND,107
11771,PIRAS Matteo,ITA,106
8023,WAWRZYCZEK Patryk,POL,104
9207,SCHNEIDER Maximillian,USA,102
9285,DEGEN Junior,NED,101
34323,ISHIKURO Ryota,JPN,100
7904,YUSUPOV Abdujalil,UZB,96
11242,KOUSSOU OUVELOU Harnold,GAB,96
14644,PINHEIRO Gabriel,BRA,95
1765,SHIRINLI Vugar,AZE,93
2224,BOLEN Bradford,USA,93
23844,AZEMA Kevin,FRA,92
17238,SAKENULY Yerassyl,KAZ,92
4075,RYSMAMBETOV Bektur,KGZ,88
751,ZAGRODNIK Pawel,POL,88
5322,CHAPARRO Jesus,MEX,84
2051,OTTAVIANI Julien,FRA,84
11928,LAZEA Remus,ROU,83
11513,BISHOP Alexander,NZL,81
357,GADANOV Alim,RUS,80
14737,KELIKHASHVILI Gela,GEO,80
22354,CHARLIER Pierre,NCL,80
14640,SANTOS JUNIOR Ricardo,BRA,74
12111,BATTSETSEG Batgerel,MGL,73
2412,SCHNEIDER Rene,GER,72
13329,GAITERO MARTIN Alberto,ESP,72
23506,ABDURAKHIMOV Umed,TJK,69
7733,POKLITAR Gueorgui,CAN,66
10027,HYON Song chol,PRK,65
7616,TALISHINSKI Iskandar,AZE,64
20476,MOHAMMADI BARIMANLOU Mohammad,IRI,64
3617,ROKUGO Yuhei,JPN,60
27982,NURILLAEV Sardor,UZB,60
34392,KIM Hyeon,KOR,60
25729,DOUKKALI Hatim,MAR,60
4233,SZOKE Laszlo,ROU,57
9778,KUKU Rodrick,COD,56
15483,TURNER Aaron,GBR,56
21104,CILOGLU Bilal,TUR,54
15391,SETZ Martin,GER,53
237,BURJAN Laszlo,HUN,52
28995,TEMIROV Timur,RUS,52
3922,TUTKHALIAN Vae,BLR,51
2164,CHOI Gwang-Hyeon,KOR,51
3911,NOURINE Fethi,ALG,51
495,LIM Sergey,KAZ,50
9327,RYU Jin Byung,KOR,50
17359,KHAMETOV Islam,RUS,50
5224,SANCHO CHINCHILA Ian,CRC,49
10416,LILUASHVILI Mindia,GEO,49
27419,ZACHEJA Maciej,POL,48
34978,SEYIDI Mir elturan,AZE,48
10641,BAH Mamadou samba,GUI,48
23580,ARYAN Mod reshad,AFG,48
582,OVINOU Raymond,PNG,46
11899,PEIKRISHVILI Tristan,GEO,44
7228,HARUTYUNYAN Gor,ARM,43
17688,XU Zhenlong,CHN,42
14670,SCHEIBEL Manuel,GER,42
9628,MUNKHTUR Ganbold,MGL,42
10351,ORI Felician,HUN,42
24922,VARGAS Ryan,USA,42
1356,HUANG Sheng-ting,TPE,40
13023,BABAZADA Ilkin,AZE,40
14444,THEUIL Rexly,VAN,40
16110,SOLIS Osniel,CUB,40
34371,AN Jaesik,KOR,40
7849,HALL Samuel,GBR,40
5147,BEN ALI Farid,FRA,40
12062,VAREY Gregg,GBR,37
192,KHASHBAATAR Tsagaanbaatar,MGL,36
8145,BYEON Jong Woong,KOR,36
13808,GUILLOT Juan,CUB,36
28746,LIEN Chun te,TPE,36
9162,LEE Yuk ting,HKG,34
15998,QING Daga,CHN,33
22651,CHEN Wei chieh,TPE,32
12370,MAVOUNGOU Pierre ginvard,GAB,32
2011,CHIMED-YONDON Boldbaatar,MGL,30
13641,HERNANDEZ Juan,COL,30
8601,ABDELMOUATY Ali,EGY,30
18660,MEDVES Matteo,ITA,30
9491,POLIAK Matej,SVK,28
24913,COOK Quentin,USA,28
6776,MATTEY Sergio,VEN,26
3292,GOUROUZA Zakari,NIG,26
16314,SECK Seydina ababacar,SEN,26
4235,EL KADIRI Rachid,MAR,26
1085,GORJANACZ Zsolt,HUN,26
3311,MASSART Antoine,POR,26
8256,IADOV Bogdan,UKR,25
17140,LABRADO FERNANDEZ Adrian,ESP,25
2564,REN Jiawen,CHN,24
8102,GUGULASHVILI Giorgi,GEO,24
19337,DONMEZ Cengizhan,TUR,24
3146,PETSING Sarawut,THA,24
9749,DAGA Auguste,BEN,24
21842,AYIMBA Gloire,CGO,24
15192,SAYENKO Mykola,UKR,24
17166,CRISOSTOMO Joao,POR,24
15670,ALMOG Tal,ISR,24
20169,GODOY Lucas,BRA,24
14026,BRUNO Emanuele,ITA,22
7572,LOPEZ AGUILERA Gustavo eduardo,ESA,21
7002,LAVRENTIEV Denis,RUS,20
2925,NACU Artiom,MDA,20
6820,MOHAMMAD Mohammad aaa,KUW,20
13648,HAMAD Abdullah,KSA,20
2997,CASTILLO Nabor,MEX,20
17062,VALIYEV Telman,AZE,20
17432,CORRADO Robin,FRA,20
28385,NANOR Kevin,FRA,20
29656,MAULENIN Abilkaiyr,KAZ,20
34370,KIM Whigeon,KOR,20
8151,KO Jae Kyoung,KOR,18
10740,SANTOS Nicolas felipe,BRA,18
14773,PLESNIK Rok,SLO,18
24491,DENILKHANOV Arbi,RUS,16
1361,KLOKOV Andrej,LTU,16
3719,GIUNASHVILI Lasha,GEO,16
11244,BAIMAKHANBETOV Meirlan,KAZ,16
19729,CZIZSEK Mathias,AUT,16
30547,VARGAS Javier,CHI,16
16387,FONGHETTI Hugo,FRA,16
24958,AMU Erchaogetu,CHN,15
25921,DEWAR Jonathan,GBR,14
356,DRAGIN Dimitri,FRA,14
2131,KARDAVA Shalva,GEO,14
10934,MARTIN Laureano,ARG,13
1087,MAJER Tibor,HUN,12
27984,BOZOROV Asadullo,UZB,12
1105,IZMAGILOV Ilyas,KAZ,12
9866,PAPPAS Tom,AUS,12
12586,SEYIDOV Turan,AZE,12
12593,MUSTAFAYEV Elvin,AZE,12
13747,MARANDIAN Karo,UKR,12
14880,LUKOSEVICIUS Mykolas,LTU,12
15575,TORNELLO NASISI Cesar raul,ARG,12
16085,BERNARDO Lucas,BRA,12
17831,PENA ARTIGAS Eric,ESP,12
20692,SCHIPPER Roy,NED,12
22475,MENAGED Yarin,ISR,12
30612,ELMEZIATI Abdelati,MAR,12
1341,KRASSAS Andreas,CYP,11
913,LUZIA Bruno,MOZ,11
13016,HAJJAJ Noureddine,MAR,11
28696,HASANAGAEV Robert,UKR,10
13176,LE TIEN Thanh,VIE,10
15220,YOUN Taeho,KOR,10
15876,VALENT Michal,AUS,10
17527,NAM Sol,KOR,10
3387,BALATKHANOV Vadoud,FIN,9
8473,RUIZ Jeffrey,PUR,9
3716,MAILASHEV Nauryzbek,KAZ,8
12050,USHYVETS Siarhei,BLR,8
12130,AMBROSIO Lucas,ARG,8
13466,HARPF Luka,SLO,8
14084,LEE Jonggu,KOR,8
15089,GRACZYK Nicki,GER,8
18288,TAKACS Marton,HUN,8
21342,WEIXELBAUMER Tobias,AUT,8
3362,HAGYO Gabor,HUN,8
14687,DIDENKO Vladyslav,UKR,8
4592,KALTAYEV Meirzhan,KAZ,7
10730,CHAN LING Janeiro,MAD,6
2672,GUALCO Santiago,ARG,6
3892,GOLUS Lukasz,POL,6
9254,SPIRIN Ivan,RUS,6
9696,KUSHKOV Andrii,UKR,6
10709,MUMINOV Hamidjon,UZB,6
12855,LOUATI Belhassen,TUN,6
14794,BETTENCOURT Marcos,ANG,6
15284,CRESSI Diego,ITA,6
16084,DE SOUZA Adriano,BRA,6
16479,JUNG Hyunho,KOR,6
16598,SAN MARTIN Juan pablo,CHI,6
17320,DAMOUR Jimmy,FRA,6
17353,EDIEV Lechi,RUS,6
22575,SAYAPIN Uladzislau,BLR,6
25447,BESERRA LOIOLA Luciano,BRA,6
26011,JEONG Duyong,KOR,6
2794,DZHANYBEK UULU Ruslan,KGZ,4
6612,RAHARJO Moohammad syaiful,INA,4
26372,REBAHI Mohamed,QAT,4
28342,NAKANO Shugen,PHI,4
7865,ALTYNBEK UULU Almaz,KGZ,4
19393,SHIBALOV Igor,RUS,4
19885,RASKIN Dmytro,ISR,4
10753,FAZLI Abdul fahim,AFG,3
17515,MOHAMMAD Almashaqbeh,JOR,3
11258,LOFORTE Kevin,MOZ,3
15044,LAURENT Pascal,MRI,3
17674,CHANG Min chieh,TPE,3
12529,WAKABONYE Karim,BDI,3
15623,MOMUNOV Ylyas,TKM,3
10777,MAHIT Joe,VAN,3
11163,HOUSSEIN Anass,DJI,2
16013,AMANOV Kemal,TKM,2
1037,MUSHKIYEV Ilgar,AZE,2
2063,LAM Lap fung,HKG,2
2262,CHUI Chun sing,HKG,2
2773,VITKAUSKAS Kestutis,LTU,2
3353,CASES Carlos,ESP,2
9711,VEGVARI Martin,HUN,2
10992,PRECIADO Lenin,ECU,2
11222,BOSHOFF Christiaan,RSA,2
12042,IMASHEV Aibek,KAZ,2
12948,ABU RAMADAN Moustafa,SWE,2
17063,DRASKOVIC Marko,CRO,2
19125,MIRCEA MINZATEANU Catalin,ROU,2
21900,TOHIROV Asadullo,TJK,2
22470,RASKOPINE Alexander,ISR,2
22835,ALMASHJARI Rashad,UAE,2
22836,ALHOSANI Khalifa,UAE,2
23980,NERGUI Munkhbayar,MGL,2
25210,GONZALEZ Ronal,PAN,2
27977,RAHMATULLOI Mahmad,TJK,2
28339,KOIKE Ryuki,PHI,2
28774,KHALIMOV Bakhodur,TJK,2
28799,ALHASSAN Ali,GHA,2
30862,KARPUKHIN Dmitry,RUS,2
30863,GALOYAN Paylak,RUS,2
9558,GHAZARYAN Davit,ARM,2
11365,KHOUSROF Mustafa,YEM,2
13187,SEHEN Sajjad,IRQ,2
16014,SHAHMURADOV Niyazmyrat,TKM,2
2254,YEUNG Kai Chun,HKG,2
9988,MAGAR Ramesh,NEP,2
10452,HAROUN Sani ibrahim,CHA,2
10933,MELITA Nehuen,ARG,2
14668,OMAR Mokbel,DJI,2
16593,OUMAR Hissein,CHA,2
21899,FOULIDIS Charalampos,GRE,2
30960,DERRA Ablasse,BUR,2
31221,TEIXEIRA Joelson,ANG,2
31830,MORENO Ronald,VEN,2
1616,KIELBASINSKI Lukasz,POL,1
3344,NOURIZADEH Ghassem,IRI,1
3963,CHEUNG Yik Shing,HKG,1
6428,REDA Abas,QAT,1
7425,COOK Austin,USA,1
10034,KIM Jung Hoon,KOR,1
10646,ARTYKOV Muhammet,TKM,1
13192,KADHIM Kadhim,IRQ,1
14318,KRCEK Mislav,CRO,1
14573,BATERDENE Purevdavaa,MGL,1
14957,ETIENNE Bryan,MRI,1
15731,ALIBADI Ali,IRQ,1
16049,WONG Alonso,PER,1
17141,ALHASSAN Timmy,GHA,1
17897,ALNAES Matuq,KSA,1
18718,BUTERIN Paulo,CRO,1
25728,MANJATE Alfredo,MOZ,1
2877,GONZALEZ Fabian,COL,1
3050,ELHATTAB Rami,LBA,1
3832,OUSMANE Bassouma sabi,NIG,1
6037,AVIR Ilias,EST,1
9105,NELSON Ashaan,PNG,1
10227,MERHEB Mikeal,LIB,1
12144,TELLO Juan,COL,1
12776,GATHIRU Peterson,KEN,1
14032,ZEMBULA Helio,ANG,1
16171,GORE Bi kallou christian olivier,CIV,1
16315,NGAPEPOUA Constant urich,CMR,1
16325,CARRON Louis christopher,MRI,1
22875,LEONG Ka in,MAC,1
23651,HUSSAIN Babar,PAK,1
23837,MARIKO Adama,MLI,1
3496,ORUJOV Rustam,AZE,2930
16921,AN Changrim,KOR,2580
4018,ONO Shohei,JPN,2050
3726,SHAVDATUASHVILI Lasha,GEO,1701
17805,HASHIMOTO Soichi,JPN,1581
3873,MUKI Sagi,ISR,1526
2206,AKIMOTO Hiroyuki,JPN,1500
2404,TATALASHVILI Nugzari,GEO,1456
4224,GANBAATAR Odbayar,MGL,1360
326,VAN TICHELT Dirk,BEL,1272
2150,MOGUSHKOV Musa,RUS,1218
271,DRAKSIC Rok,SLO,1142
1239,WANDTKE Igor,GER,1124
698,SHARIPOV Mirali,UZB,1118
13070,IARTCEV Denis,RUS,1062
9172,MARGELIDON Arthur,CAN,1036
240,UNGVARI Miklos,HUN,996
3953,MOHYELDIN Mohamed,EGY,814
11646,BENSTED Jake,AUS,812
277,ELMONT Dex,NED,805
193,SAINJARGAL Nyam-ochir,MGL,798
3675,KANIVETS Dmytro,UKR,790
14790,BOBOEV Giyosjon,UZB,745
13127,SAIYINJIRIGALA ,CHN,688
2085,DELPOPOLO Nicholas,USA,676
11850,ESTRADA Magdiel,CUB,667
10003,SUN Shuai,CHN,656
14517,MACIAS Tommy,SWE,655
13619,KHAMZA Didar,KAZ,634
2425,POMBO SILVA Alex william,BRA,631
12579,SCVORTOV Victor,UAE,610
732,DUPRAT Pierre,FRA,603
2420,CHAINE Guillaume,FRA,572
2003,NAKAYA Riki,JPN,570
15456,KURZHEV Uali,RUS,564
2726,VANLIOGLU Hasan,TUR,540
9581,SZWARNOWIECKI Damian,POL,522
3415,AZOIDIS Georgios,GRE,504
621,JEZEK Jaromir,CZE,490
9149,RAMIREZ Javier,ESP,442
471,UEMATSU Kiyoshi,ESP,440
5678,HONG Kuk hyon,PRK,439
23910,KHAMKHOEV Arbi,RUS,420
9393,SARAIVA Nuno,POR,413
2538,ALVES Andre,POR,412
2541,YKYBAYEV Dastan,KAZ,407
311,NARTEY Emmanuel,GHA,406
4604,VAN T WESTENDE Sam,NED,382
650,DREBOT Serhiy,UKR,378
2426,CONTINI Marcelo,BRA,350
2716,WILLIAMS Daniel,GBR,342
28717,KIM Chol gwang,PRK,336
14617,CHOUCHI Sami,BEL,331
16049,WONG Alonso,PER,320
15115,LAFON Gaston,PYF,320
1462,REGIS Andrea,ITA,319
2203,FARMONOV Mirzahid,UZB,301
9203,FOGEL Leo,RUS,300
14564,BARBOSA Eduardo,BRA,300
14776,HOJAK Martin,SLO,287
17379,BOLTABOEV Sharofiddin,UZB,285
16638,BUTBUL Tohar,ISR,278
2418,BARHOUMI Hamza,TUN,270
7624,GULUZADA Fagan,AZE,268
1076,FERNANDES Jorge,POR,263
6194,LEAT Adrian,NZL,262
1441,PARLATI Enrico,ITA,259
18101,FEDOSEJENKOVS Dmitrijs,LAT,258
588,CLARA Alejandro,ARG,258
13013,EL MEZIATI Ahmed,MAR,248
14732,ESPOSITO Antonio,ITA,246
10250,GUSIC Nikola,MNE,240
13146,DJEDDI Oussama,ALG,235
10679,BRIAND Etienne,CAN,232
2827,ANCOR David,CAN,226
6947,MIRANDA Augusto,PUR,217
358,ISAEV Mansur,RUS,216
17442,KHOMULA Artem,UKR,210
27553,NJIE Faye,GAM,210
9683,NARANKHUU Khadbaatar,MGL,209
2244,MADDALONI Marco,ITA,203
1528,URANI Florent,FRA,198
12111,BATTSETSEG Batgerel,MGL,188
8185,KATSIASHVILI Giorgi,GEO,180
4167,RAMANCHYK Aliaksei,BLR,169
9255,OZDOEV Zelimkhan,RUS,165
4222,SHOKA Vadzim,BLR,160
3911,NOURINE Fethi,ALG,160
30798,DEKONINCK Flavien,NCL,160
1914,GOSIEWSKI Jan,GBR,146
26373,ZEMOURI Morad,QAT,144
28471,ONDAR Saian,RUS,142
357,GADANOV Alim,RUS,140
7625,RAHIMLI Huseyn,AZE,138
14539,KAYUMOV Muhammadlaziz,UZB,136
192,KHASHBAATAR Tsagaanbaatar,MGL,133
4638,LAAMANEN Eetu,FIN,129
7826,GJAKOVA Akil,KOS,126
12821,TURNER Alexander,USA,126
6819,FARKHIZODA Shukhratjoni,TJK,125
34167,REPIYALLAGE Chamara,SRI,125
12578,BOCAN Vadim,UAE,124
13427,TURSUNOV Sukhrob,UZB,120
2995,CALDER Lee,NZL,120
22356,BURANI Vincent,NCL,120
11987,ZINGG Anthony,GER,117
532,THIBLIN Martin,NOR,112
9329,JECMINEK Jakub,CZE,109
25983,CHUANG Shang chin,TPE,108
1328,BESSI Cedric,MON,107
17062,VALIYEV Telman,AZE,102
7383,SHEVOTSUKOV Rustam,RUS,102
21853,ALHARBI Mohammed,KSA,101
24510,TURAEV Khikmatillokh,UZB,100
11522,DAWSON Patrick,GBR,99
9550,GIGANI Phridon,GEO,98
8483,MOHAMED Abdelrahman,EGY,98
15128,TERADA Masayuki,THA,95
9206,DESILETS Everet,USA,92
1727,VOELK Christopher,GER,89
655,SOROKA Volodymyr,UKR,86
11401,USENOV Tariel,KGZ,84
13611,CERCEA Marcel,ROU,84
13028,HEYDAROV Hidayat,AZE,82
16385,GONZALEZ MARTINEZ Dasnel,ESP,82
2134,PAPOSHVILI Tengizi,GEO,80
4722,SZABO Frigyes,HUN,80
14996,CONNOLLY Elliott,NZL,80
13442,LANGLOIS Bradley,CAN,80
15442,GARDASEVIC Nikola,MNE,75
12587,BAYRAMOV Vugar,AZE,74
4360,GOUMAR Ahmed,NIG,74
1341,KRASSAS Andreas,CYP,72
17496,FATHIPOORARDAL Mehdi,IRI,72
2308,LEGRAND Ugo,FRA,71
14845,HEBO Pedro,ANG,70
15483,TURNER Aaron,GBR,70
13580,GANDIA Adrian,PUR,69
1218,KOVACEVIC Ljubisa,SRB,69
17435,AXUS Benjamin,FRA,68
15577,TORNELLO NASISI Leonardo,ARG,66
17339,KANG Heoncheol,KOR,64
11665,ZHUMAKANOV Yeldos,KAZ,60
28830,CHAE Seonghee,KOR,60
15177,GOURLAY Frederik,SWE,60
1986,VAN ZYL Gideon,RSA,60
30463,CARMO Luis,POR,60
17100,NEVES Lincoln,BRA,56
1589,SANTANA Lwilli,DOM,54
10891,BRINGAS Tomas,CHI,54
17517,YOUNIS Eyal salman,JOR,54
2224,BOLEN Bradford,USA,52
22373,KHAKIMOV Karomatullo,TJK,51
255,BANA Vahid,IRI,51
7528,DOWABOBO Sled,NRU,50
5820,HERRERO OSORNO Ares,ESP,50
11349,ORAZALIN Nurlan,KAZ,48
33424,BA Yandelihei,CHN,48
14765,NIKOLIC Milan,SRB,48
6861,BAZIE Jean-stephane,CIV,48
12873,TAPSOBA Justin,BUR,48
31106,KANTE Lamine,MLI,48
13607,AYALA Samuel,MEX,46
14866,REITER Lukas,AUT,46
10451,MAZOU Abakar mbairo,CHA,44
19613,SANCHEZ MONDACA Diego,ESP,44
7253,HELL BAPOU Joseph,CMR,42
11932,CEYLAN Bayram,TUR,41
3695,KIM Gi-wook,KOR,40
5405,KHMIADASHVILI Anzor,GEO,40
8394,GANBOLD Balsanlkhundev,MGL,40
15391,SETZ Martin,GER,40
28391,AGHAEI Arash,IRI,40
12164,VIDAL Kengi,PER,40
20400,LORCA Pedro,CHI,40
25922,SMITH Jack,GBR,40
25947,LITTLE LEBRETON Mathieu,FRA,40
34393,CHOI Eunsong,KOR,40
14223,LEE Feng mao,TPE,39
25907,CCHOVREBOVAS Erikas,LTU,38
13466,HARPF Luka,SLO,36
15296,ALIYEV Dilgam,TUR,36
28735,FUKUOKA Katsuhito,JPN,36
5624,SALMAN Ahmed,IRQ,36
7550,OTMANE Lucas,FRA,36
2784,MATER Zeyad,YEM,34
25229,BLANARU Gheorghe,MDA,34
1355,TU Kai-wen,TPE,34
5139,MORIN-MARTEL Alexis,CAN,33
14655,NIKOGHOSYAN Davit,ARM,32
10083,IBANEZ Fernando,ECU,32
142,KUBAKAEV Azat,KGZ,32
5220,GALINDO Luis,COL,32
15397,ADINGRA Jean pierre,CIV,32
2485,BUUVEIBAATAR Khishigbayar,MGL,30
9408,LEBANG Thato,BOT,30
2283,KAYTMAZOV Batradz,RUS,30
5110,KHUDAYESHKA Valery,BLR,30
6329,PAPP Robert florian,ROU,29
23266,AFFRO Rudolphe,CIV,28
2773,VITKAUSKAS Kestutis,LTU,28
14026,BRUNO Emanuele,ITA,28
19885,RASKIN Dmytro,ISR,28
9571,KOUAMBA Terence,GAB,27
9750,MIVEGBO Hyacinthe,BEN,26
16332,MAIGA Samba,SEN,26
20111,DIAZ Gabriel,ARG,26
1847,BANG Gui-man,KOR,25
1750,WILKOMIRSKI Krzysztof,POL,25
12171,BAKKE Alexander,DEN,24
10469,MOUSSIROU Danny,GAB,24
14033,MARTINS Nuno,ANG,24
23659,HUSSAIN Imtiaz,PAK,24
20273,BARWIG Robert,GER,24
7997,BASILE Jose,BRA,24
3521,KOLEIN Julian,GER,24
15094,MELONI Augusto,ITA,24
1707,KAPANADZE Zviad,GEO,22
